Price,Displacement,Power,Torque,Cylinder_Config,Engine_Location,Fuel_System,Turbocharger,Emission_Norm,Fuel_Type,Fuel_Tank_Capacity,ARAI_Mileage,City_Mileage,Highway_Mileage,Body_Type,Length,Width,Height,Wheelbase,Kerb_Weight,GVW,Ground_Clearance,Boot_Space,Drivetrain,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Airbags,ABS,EBD,EBA,ESP,Traction_Control,Hill_Assist,ISOFIX,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Start/Stop_Button,Cruise_Control,Parking_Assistance,Rain_Wipers,Auto_Headlamps,Auto_Mirror,Adj_Steering,Seat_Height_Adjustment,Leather_Steering,Multi_Steering,Rear_Armrest,Cool_Glove_Box,Infotainment,Navigation_System,Bluetooth,USB,Multi_Display,Audiosystem,Make,Model,Variant,Cylinders,Valves/Cylinder,Doors,Seats,Number_of_Airbags
974860,2498,105.0,247.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,60.0,13.0,13.8,15.5,SUV,3920,1726,1930,2430,1750,2460,200,600,Four Wheel Drive,5,Ventilated Disc,Drum,IFS With Torsion Bar And Stablizer Bar,Semi-elliptical Leaf Spring,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Yes,Yes,Yes,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,Yes,Yes,Yes,"Rake, Reach",Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,No,Yes,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Thar,Crde Abs,4,4,3,6,2
999000,2596,83.84,230.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,63.0,17.0,14.0,17.0,SUV,4342,1790,2055,2750,1710,2775,190,400,Rear Wheel Drive,6,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Driver frontal airbag,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Force,Gurkha,Xpedition 5 Door,4,4,5,7,2
1075000,2596,83.84,230.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,63.0,17.0,14.0,17.0,SUV,3992,1790,2055,2400,1710,2510,205,400,Four Wheel Drive,6,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Driver frontal airbag,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Force,Gurkha,Xplorer 3 Door,4,4,3,5,2
1299000,2149,140.0,321.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,63.0,17.1,13.8,15.5,SUV,3992,1820,2075,2400,1710,2460,200,400,All Wheel Drive,5,Solid Disc,Drum,Independent Double Wishbone,Multi-Link,Driver frontal airbag,No,Yes,Yes,Yes,Yes,Yes,Yes,Hydraulic Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Force,Gurkha,Xtreme,4,4,3,5,2
1330000,2149,140.0,321.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,63.0,17.1,13.8,15.5,SUV,3992,1820,2075,2400,1710,2460,200,400,All Wheel Drive,5,Solid Disc,Drum,Independent Double Wishbone,Multi-Link,Driver frontal airbag,Yes,No,Yes,Yes,Yes,Yes,Yes,Hydraulic Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Force,Gurkha,Xtreme Abs,4,4,3,5,2
975000,2596,83.84,230.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,63.0,17.0,14.0,17.0,SUV,4342,1790,2055,2750,1710,2775,190,400,Rear Wheel Drive,6,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Driver frontal airbag,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Force,Gurkha,Xpedition 3 Door,4,4,5,7,2
1225000,2596,83.84,230.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,63.0,17.0,14.0,17.0,SUV,3992,1790,2055,2400,1710,2510,205,400,Four Wheel Drive,6,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Driver frontal airbag,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Force,Gurkha,Xplorer 5 Door,4,4,5,5,2
984689,1462,102.58,138.0,In-line,"Front, Transverse",Injection,Yes,BS VI,Petrol,45.0,19.01,12.8,16.45,MPV,4445,1775,1700,2740,1180,1730,180,209,Front Wheel Drive,5,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,Driver frontal airbag,Yes,No,Yes,Yes,Yes,Yes,No,Electric Power,All Windows,No,Smart Key,Yes,Yes,Rear sensors with camera,No,Yes,Yes,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Touch Sensitive,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Maruti Suzuki,Xl6,Zeta Mt,4,4,5,6,2
1041189,1462,102.58,138.0,In-line,"Front, Transverse",Injection,Yes,BS VI,Petrol,45.0,19.01,12.8,16.45,MPV,4445,1775,1700,2740,1180,1730,180,209,Front Wheel Drive,5,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,Driver frontal airbag,Yes,No,Yes,Yes,Yes,Yes,No,Electric Power,All Windows,No,Smart Key,Yes,Yes,Rear sensors,No,Yes,Yes,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Touch Sensitive,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Maruti Suzuki,Xl6,Alpha Mt,4,4,5,6,2
1094689,1462,102.58,138.0,In-line,"Front, Transverse",Injection,Yes,BS VI,Petrol,45.0,17.01,12.8,16.45,MPV,4445,1775,1700,2740,1180,1730,180,209,Front Wheel Drive,5,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,Driver frontal airbag,Yes,No,Yes,Yes,Yes,Yes,No,Electric Power,All Windows,No,Smart Key,Yes,Yes,Rear sensors,No,Yes,Yes,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Touch Sensitive,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Maruti Suzuki,Xl6,Zeta At,4,4,5,6,2
1151189,1462,102.58,138.0,In-line,"Front, Transverse",Injection,Yes,BS VI,Petrol,45.0,17.01,12.8,16.45,MPV,4445,1775,1700,2740,1180,1730,180,209,Front Wheel Drive,5,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,Driver frontal airbag,Yes,No,Yes,Yes,Yes,Yes,No,Electric Power,All Windows,No,Smart Key,Yes,Yes,Rear sensors with camera,No,Yes,Yes,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Touch Sensitive,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Maruti Suzuki,Xl6,Alpha At,4,4,5,6,2
989219,1368,141.04,210.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Petrol,45.0,17.1,17.0,15.5,Crossover,3983,1706,1542,2510,1024,1700,205,242,Front Wheel Drive,5,Ventilated Disc,Drum,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,Yes,No,Rear sensors,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Yes,No,Yes,Yes,Yes,Fiat Audio System,Fiat,Abarth Avventura,1.4 T-Jet,4,4,5,5,2
992748,2179,118.36,280.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,60.0,18.49,18.49,15.5,SUV,4400,1835,1812,2680,1710,2410,200,384,Rear Wheel Drive,5,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Yes,No,No,No,Rake,Manual Adjustment,No,Multifunction Steering Wheel,Cup Holders,No,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Tuv300 Plus,P4,3,4,5,9,2
1029650,2179,118.36,280.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,60.0,18.49,18.49,15.5,SUV,4400,1835,1812,2680,1710,2410,200,384,Rear Wheel Drive,5,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Yes,No,No,No,Rake,Manual Adjustment,No,Multifunction Steering Wheel,Cup Holders,No,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Tuv300 Plus,P6,3,4,5,9,2
1142157,2179,118.36,280.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,60.0,18.49,18.49,15.5,SUV,4400,1835,1812,2680,1710,2410,200,384,Rear Wheel Drive,5,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Yes,No,No,No,Rake,Manual Adjustment,No,Multifunction Steering Wheel,Cup Holders,No,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Tuv300 Plus,P8,3,4,5,9,2
999900,1497,121.0,300.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,45.0,17.3,11.5,15.0,MPV,4585,1866,1774,2760,1225,1800,190,2093,Front Wheel Drive,6,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,Yes,Yes,Rear sensors with camera,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Yes,No,Yes,Yes,Yes,Not on offer,Mahindra,Marazzo,M2 7 Str,4,4,5,7,2
1156471,1497,121.0,300.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,45.0,17.3,11.5,15.0,MPV,4585,1866,1774,2760,1225,1800,190,2093,Front Wheel Drive,6,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,Yes,Yes,Rear sensors with camera,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Yes,No,Yes,Yes,Yes,USB & Aux-in,Mahindra,Marazzo,M4 7 Str,4,4,5,7,2
1308592,1497,121.0,300.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,45.0,17.3,11.5,15.0,MPV,4585,1866,1774,2760,1225,1800,190,2093,Front Wheel Drive,6,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,Yes,Yes,Rear sensors,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Marazzo,M6 7 Str,4,4,5,7,2
1468440,1497,121.0,300.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,45.0,17.3,11.5,15.0,MPV,4585,1866,1774,2760,1225,1800,190,2093,Front Wheel Drive,6,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,"Front passenger frontal airbag, Driver frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,Yes,Yes,Rear sensors with camera,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Marazzo,M8 7 Str,4,4,5,7,2
999900,1497,121.0,300.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,45.0,17.3,11.5,15.0,MPV,4585,1866,1774,2760,1225,1800,190,2093,Front Wheel Drive,6,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,Yes,Yes,Rear sensors with camera,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Yes,No,Yes,Yes,Yes,Not on offer,Mahindra,Marazzo,M2 8 Str,4,4,5,8,2
1164569,1497,121.0,300.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,45.0,17.3,11.5,15.0,MPV,4585,1866,1774,2760,1225,1800,190,2093,Front Wheel Drive,6,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,Yes,Yes,Rear sensors with camera,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Yes,No,Yes,Yes,Yes,USB & Aux-in,Mahindra,Marazzo,M4 8 Str,4,4,5,8,2
1316690,1497,121.0,300.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,45.0,17.3,11.5,15.0,MPV,4585,1866,1774,2760,1225,1800,190,2093,Front Wheel Drive,6,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,Yes,Yes,Rear sensors,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Marazzo,M6 8 Str,4,4,5,8,2
1476538,1497,121.0,300.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,45.0,17.3,11.5,15.0,MPV,4585,1866,1774,2760,1225,1800,190,2093,Front Wheel Drive,6,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,"Front passenger frontal airbag, Driver frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,Yes,Yes,Rear sensors with camera,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Marazzo,M8 8 Str,4,4,5,8,2
999994,2523,73.97,200.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,60.0,15.4,11.5,15.4,SUV,4456,1820,1930,2680,1710,2510,200,400,Front Wheel Drive,5,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Yes,Yes,Yes,Hydraulic Power,All Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Yes,No,Yes,Yes,Yes,Not on offer,Mahindra,Scorpio,S3 2Wd,4,4,5,9,2
1236258,2179,119.34,280.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,80.0,10.22,8.1,10.22,SUV,5118,1850,1874,3040,1865,2610,210,460,Four Wheel Drive,5,Solid Disc,Drum,Double wish-bone with torsion bar,Semi-elliptical leaf spring with double acting hydraulic shock absorber and stab bar,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Yes,Yes,Yes,Electric Power,All Windows,No,Remote,Yes,Yes,Rear sensors with camera,No,No,No,"Rake, Reach",Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Yes,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Scorpio,4Wd Getaway,4,2,5,5,2
1123158,2179,119.34,280.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,80.0,13.5,9.4,13.5,SUV,5118,1850,1874,3040,2510,2650,210,460,Rear Wheel Drive,5,Solid Disc,Drum,Double wish-bone with torsion bar,Semi-elliptical leaf spring with double acting hydraulic shock absorber and stab bar,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Yes,Yes,Yes,Electric Power,All Windows,No,Remote,Yes,Yes,Rear sensors with camera,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Yes,No,Yes,Yes,Yes,Not on offer,Mahindra,Scorpio,2Wd Getaway,4,4,5,5,2
1220030,2179,118.36,280.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,60.0,15.4,11.5,15.4,SUV,4456,1820,1995,2680,1710,2510,200,400,Front Wheel Drive,5,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Yes,Yes,Yes,Hydraulic Power,All Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Yes,No,Yes,Yes,Yes,Not on offer,Mahindra,Scorpio,S5 2Wd,4,4,5,9,2
1330006,2179,118.36,280.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,60.0,15.4,11.5,15.4,SUV,4456,1820,1995,2680,1710,2510,200,400,Front Wheel Drive,5,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Yes,Yes,Yes,Hydraulic Power,All Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Yes,No,Yes,Yes,Yes,Not on offer,Mahindra,Scorpio,S7 120 2Wd,4,4,5,9,2
1360668,2179,138.08,320.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,60.0,15.4,11.5,15.4,SUV,4456,1820,1995,2680,1710,2510,200,400,Front Wheel Drive,5,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Yes,Yes,Yes,Hydraulic Power,All Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Yes,No,Yes,Yes,Yes,Not on offer,Mahindra,Scorpio,S7 140 2Wd,4,4,5,9,2
1540081,2179,138.08,320.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,60.0,15.4,11.5,15.4,SUV,4456,1820,1995,2680,1710,2510,200,400,Front Wheel Drive,5,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Yes,Yes,Yes,Hydraulic Power,All Windows,No,Remote,No,Yes,Rear sensors with camera,Yes,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Mahindra,Scorpio,S11 2Wd,4,4,5,9,2
1663054,2179,138.08,320.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,60.0,15.4,11.5,15.4,SUV,4456,1820,1995,2680,1710,2610,200,400,Front Wheel Drive,5,Ventilated Disc,Drum,"Hydraulic Double Acting, Telescopic Shock Absorber",Multi Link Coil Spring Suspension with Anti-roll Bar,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hydraulic Power,All Windows,No,Remote,No,Yes,Rear sensors with camera,Yes,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Mahindra,Scorpio,S11 4Wd,4,4,5,9,2
1423710,2179,138.08,320.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,60.0,15.4,11.5,15.4,SUV,4456,1820,1995,2680,1710,2510,200,400,Front Wheel Drive,6,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Yes,Yes,Yes,Hydraulic Power,All Windows,No,Remote,No,Yes,Rear sensors,No,No,No,Rake,Manual Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Scorpio,S9 2Wd,4,4,5,9,2
1425599,1498,108.5,250.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,55.0,21.72,18.0,21.72,Sedan,4413,1699,1466,2552,1228,1770,163,460,Front Wheel Drive,7,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electro-Hydraulic,All Windows,Power seats,Remote,Yes,Yes,Rear sensors with camera,Yes,Yes,Yes,"Rake, Reach",Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Yes,Yes,Yes,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,4,4,4,5,2
1269599,1598,103.56,153.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Petrol,55.0,14.84,12.0,14.84,Sedan,4413,1699,1466,2552,1187,1710,163,460,Front Wheel Drive,7,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electro-Hydraulic,All Windows,Power seats,Remote,Yes,Yes,Rear sensors with camera,Yes,Yes,Yes,"Rake, Reach",Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Yes,Yes,Yes,Yes,Yes,Not on offer,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,4,4,4,5,2
1299599,1498,108.5,250.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,55.0,21.13,18.0,21.13,Sedan,4413,1699,1466,2552,1210,1750,163,460,Front Wheel Drive,5,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electro-Hydraulic,All Windows,Power seats,Remote,Yes,Yes,Rear sensors with camera,Yes,Yes,Yes,"Rake, Reach",Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Yes,Yes,Yes,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,4,4,4,5,2
1139599,1598,103.56,153.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Petrol,55.0,15.41,12.0,15.41,Sedan,4413,1699,1466,2552,1137,1680,163,460,Front Wheel Drive,5,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electro-Hydraulic,All Windows,Power seats,Remote,Yes,Yes,Rear sensors with camera,Yes,Yes,Yes,"Rake, Reach",Manual Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Yes,Yes,Yes,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,4,4,4,5,2
1610180,2179,138.08,320.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Petrol,70.0,13.85,12.0,13.24,SUV,4585,1890,1785,2700,1785,2510,200,96,Front Wheel Drive,6,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,Yes,Yes,Yes,Yes,Electric Power,All Windows,Power seats,Yes,Yes,Yes,Rear sensors with camera,Yes,Yes,Yes,"Rake, Reach",Electric Adjustment,Yes,Multifunction Steering Wheel,Audio Controls,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Mahindra,Xuv500,G At,4,4,5,7,2
1418313,2179,152.88,330.0,In-line,"Front, Longitudinal",Injection,Yes,BS IV,Diesel,70.0,15.1,16.0,15.1,SUV,4585,1890,1785,2700,1785,2450,200,400,Front Wheel Drive,6,Solid Disc,Solid Disc,McPherson type with anti-roll bar,Multilink type with anti-roll bar,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,Yes,Yes,Yes,Yes,Hydraulic Power,All Windows,Yes,Smart Key,Yes,Yes,Front and rear sensors with camera,Yes,Yes,Yes,"Rake, Reach",Electric Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Xuv500,W7,4,4,5,7,2
1539488,2179,152.88,330.0,In-line,"Front, Transverse",Injection,Yes,BS IV,Diesel,70.0,16.0,16.0,15.5,SUV,4585,1890,1785,2700,1785,2510,200,96,Front Wheel Drive,6,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",Yes,No,No,Yes,Yes,Yes,Yes,Electric Power,All Windows,Power seats,Yes,Yes,Yes,Rear sensors,Yes,Yes,Yes,"Rake, Reach",Electric Adjustment,Yes,Multifunction Steering Wheel,Cup Holders,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Mahindra,Xuv500,W7 At,4,4,5,7,6
