Price,Displacement,Power,Torque,Cylinder_Config,Engine_Location,Fuel_System,Turbocharger,Emission_Norm,Fuel_Type,Fuel_Tank_Capacity,ARAI_Mileage,City_Mileage,Highway_Mileage,Body_Type,Length,Width,Height,Wheelbase,Kerb_Weight,GVW,Ground_Clearance,Boot_Space,Drivetrain,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Airbags,ABS,EBD,EBA,ESP,Traction_Control,Hill_Assist,ISOFIX,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Start/Stop_Button,Cruise_Control,Parking_Assistance,Rain_Wipers,Auto_Headlamps,Auto_Mirror,Adj_Steering,Seat_Height_Adjustment,Leather_Steering,Multi_Steering,Rear_Armrest,Cool_Glove_Box,Infotainment,Navigation_System,Bluetooth,USB,Multi_Display,Audiosystem,Make,Model,Variant,Cylinders,Valves/Cylinder,Doors,Seats,Number_of_Airbags
292667,624,37.48,51.0,In-line,"Rear, Transverse",Injection,No,BS IV,Petrol,24.0,23.6,23.6,18.5,Hatchback,3164,1750,1652,2230,660,1250,180,110,Rear Wheel Drive,4,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",Driver frontal airbag,No,No,No,No,No,No,No,Electric Power,Only Front Windows,No,Remote,Yes,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Tata,Nano Genx,Xt,2,2,5,4,2
236447,624,37.48,51.0,In-line,"Rear, Transverse",Injection,No,BS IV,Petrol,24.0,23.6,23.6,18.5,Hatchback,3164,1750,1652,2230,725,1250,180,110,Rear Wheel Drive,4,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",Driver frontal airbag,No,No,No,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Tata,Nano Genx,Xe,2,2,5,4,2
296661,624,37.48,51.0,In-line,"Rear, Transverse",Injection,No,BS IV,CNG,15.0,18.15,13.8,15.5,Hatchback,3164,1750,1652,2230,710,1230,180,110,Rear Wheel Drive,4,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",Driver frontal airbag,No,No,No,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Tata,Nano Genx,Emax Xm,2,2,4,4,2
334768,624,37.48,51.0,In-line,"Rear, Transverse",Injection,No,BS IV,Petrol,24.0,21.9,23.6,18.5,Hatchback,3164,1750,1652,2230,725,1250,180,94,Rear Wheel Drive,5,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",Driver frontal airbag,No,No,No,No,No,No,No,Electric Power,Only Front Windows,No,Remote,Yes,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Tata,Nano Genx,Xta,2,2,5,4,2
272223,624,37.48,51.0,In-line,"Rear, Transverse",Injection,No,BS IV,Petrol,24.0,23.6,23.6,18.5,Hatchback,3164,1750,1652,2230,725,1250,180,110,Rear Wheel Drive,4,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",Driver frontal airbag,No,No,No,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Tata,Nano Genx,Xm,2,2,5,4,2
314815,624,37.48,51.0,In-line,"Rear, Transverse",Injection,No,BS IV,Petrol,24.0,21.9,23.6,18.5,Hatchback,3164,1750,1652,2230,710,1250,180,94,Rear Wheel Drive,5,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",Driver frontal airbag,No,No,No,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Tata,Nano Genx,Xma,2,2,5,4,2
279650,799,53.26,72.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,28.0,25.17,21.38,24.0,Hatchback,3429,1560,1541,2348,871,1250,185,222,Front Wheel Drive,5,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Datsun,Redi-Go,D,3,4,5,5,2
351832,799,53.26,72.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,28.0,25.17,21.38,24.0,Hatchback,3429,1560,1541,2348,871,1250,185,222,Front Wheel Drive,5,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,No,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Datsun,Redi-Go,T,3,4,5,5,2
333419,799,53.26,72.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,28.0,25.17,21.38,24.0,Hatchback,3429,1560,1541,2348,871,1250,185,222,Front Wheel Drive,5,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Datsun,Redi-Go,A,3,4,5,5,2
362000,799,53.26,72.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,28.0,25.17,21.38,24.0,Hatchback,3429,1560,1541,2348,871,1250,185,222,Front Wheel Drive,5,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Datsun,Redi-Go,S,3,4,5,5,2
390000,999,67.07,91.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,28.0,22.5,20.045,18.5,Hatchback,3429,1560,1541,2348,871,1250,185,222,Front Wheel Drive,5,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Datsun,Redi-Go,1.0 S,3,4,5,5,2
437065,999,67.07,91.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,28.0,23.0,20.045,18.5,Hatchback,3429,1560,1541,2348,871,1250,185,222,Front Wheel Drive,5,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,Only Front Windows,No,Yes,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Datsun,Redi-Go,1.0 S Amt,3,4,5,5,2
353290,799,53.26,72.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,25.17,25.17,18.5,Hatchback,3731,1579,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Renault,Kwid,Rxe 0.8,3,4,5,5,1
283290,799,53.26,72.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,25.17,25.17,18.5,Hatchback,3731,1579,1490,2442,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Renault,Kwid,Std 0.8,3,4,5,5,1
383290,799,53.26,72.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,25.17,25.17,18.5,Hatchback,3731,1579,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Renault,Kwid,Rxl 0.8,3,4,5,5,1
413290,799,53.26,72.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,25.17,25.17,18.5,Hatchback,3731,1580,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Touch Sensitive,Yes,Yes,Yes,Yes,CD Player with USB & Aux-in,Renault,Kwid,Rxt 0.8,3,4,5,5,1
433290,999,67.07,91.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,23.01,25.17,18.5,Hatchback,3731,1579,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors with camera,No,No,Yes,Rake,Manual Adjustment,Yes,No,No,No,Touch Sensitive,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Renault,Kwid,Rxt 1.0,3,4,5,5,1
454490,999,67.07,91.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,23.01,25.17,18.5,Hatchback,3731,1579,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors with camera,No,No,Yes,Rake,Manual Adjustment,Yes,No,Audio Controls,No,Touch Sensitive,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Renault,Kwid,Climber 1.0 Mt,3,4,5,5,1
463290,999,67.07,91.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,24.04,25.17,18.5,Hatchback,3731,1579,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors with camera,Yes,No,Yes,Rake,Manual Adjustment,Yes,No,No,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Renault,Kwid,Rxt Amt 1.0,3,4,5,5,1
484490,999,67.07,91.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,24.04,25.17,18.5,Hatchback,3731,1579,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors with camera,No,No,Yes,Rake,Manual Adjustment,No,No,Audio Controls,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Renault,Kwid,Climber Amt 1.0,3,4,5,5,1
440990,999,67.07,91.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,23.01,25.17,18.5,Hatchback,3731,1579,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors with camera,No,No,Yes,Rake,Manual Adjustment,Yes,No,No,No,Touch Sensitive,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Renault,Kwid,Rxt (O) 1.0,3,4,5,5,2
470990,999,67.07,91.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,23.01,25.17,18.5,Hatchback,3731,1579,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors with camera,No,No,Yes,Rake,Manual Adjustment,Yes,No,No,No,Touch Sensitive,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Renault,Kwid,Rxt (O) Amt 1.0,3,4,5,5,2
462190,999,67.07,91.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,23.01,25.17,18.5,Hatchback,3731,1579,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Rear sensors with camera,No,No,Yes,Rake,Manual Adjustment,Yes,No,Audio Controls,No,Touch Sensitive,No,Yes,Yes,Yes,CD Player with USB & Aux-in,Renault,Kwid,Climber (O) Mt 1.0,3,4,5,5,2
492190,999,67.07,91.0,In-line,"Front, Transverse",Injection,No,BS VI,Petrol,28.0,24.04,25.17,18.5,Hatchback,3731,1579,1490,2422,669,1250,184,300,Front Wheel Drive,5,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Rear sensors with camera,No,No,Yes,Rake,Manual Adjustment,No,No,Audio Controls,Yes,Touch Sensitive,Yes,Yes,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Renault,Kwid,Climber (O) Amt 1.0,3,4,5,5,2
352136,1196,72.0,101.0,In-line,"Front, Longitudinal",Injection,No,BS VI,Petrol,40.0,15.0,12.0,15.0,MPV,3675,1475,1800,2350,920,1510,160,400,Rear Wheel Drive,5,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,Driver frontal airbag,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Rear sensors,No,No,Yes,Rake,No,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Eeco,5 Str,4,4,5,5,1
380573,1196,72.99,101.0,In-line,"Front, Longitudinal",Injection,No,BS VI,Petrol,40.0,15.0,12.0,15.0,MPV,3675,1475,1800,2350,940,1540,160,250,Front Wheel Drive,5,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,Driver frontal airbag,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Rear sensors,No,No,Yes,Rake,No,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Eeco,7 Str,4,4,5,7,1
392967,1196,72.0,101.0,In-line,"Front, Longitudinal",Injection,No,BS VI,Petrol,40.0,15.0,11.0,15.0,MPV,3675,1475,1800,2350,928,1510,160,400,Rear Wheel Drive,5,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,Driver frontal airbag,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Rake,No,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Eeco,5 Str With Ac+Htr,4,4,5,5,2
466057,1196,61.15,85.0,In-line,"Front, Longitudinal",Injection,No,BS VI,CNG,40.0,18.15,13.8,15.5,MPV,3675,1475,1800,2350,1050,1510,160,400,Rear Wheel Drive,5,Ventilated Disc,Drum,McPherson Strut,3 Link Rigid,Driver frontal airbag,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Rear sensors,No,No,Yes,Rake,No,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,4,4,5,5,1
425255,1196,61.15,85.0,In-line,"Front, Longitudinal",Injection,No,BS VI,CNG,40.0,18.15,13.8,15.5,MPV,3675,1475,1800,2350,1030,1510,160,400,Rear Wheel Drive,5,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,Driver frontal airbag,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Rear sensors,No,No,Yes,Rake,No,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Eeco,5 Str With Htr Cng,4,4,5,5,1
377588,998,67.07,90.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,24.07,14.0,17.0,Hatchback,3545,1490,1475,2360,745,1210,160,177,Front Wheel Drive,5,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Alto K10,Lxi,3,4,5,5,1
394036,998,67.07,90.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,24.07,14.0,17.0,Hatchback,3545,1490,1475,2360,750,1210,160,177,Front Wheel Drive,5,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,CD/MP3 Player,Maruti Suzuki,Alto K10,Vxi,3,4,5,5,1
360843,998,67.07,90.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,24.07,19.0,24.07,Hatchback,3545,1490,1475,2360,740,1210,160,177,Front Wheel Drive,5,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,Driver frontal airbag,Yes,No,Yes,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Alto K10,Lx,3,4,5,5,1
407238,998,67.07,90.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,24.07,14.0,17.0,Hatchback,3620,1475,1460,2360,755,1210,160,177,Front Wheel Drive,5,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,Driver frontal airbag,No,Yes,Yes,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,No,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Alto K10,Vxi (O),3,4,5,5,1
439777,998,58.19,78.0,In-line,"Front, Transverse",Injection,No,BS IV,CNG,35.0,18.15,13.8,15.5,Hatchback,3545,1490,1475,2360,740,1210,160,177,Front Wheel Drive,5,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,Driver frontal airbag,No,Yes,Yes,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Alto K10,Lxi Cng (O),3,4,5,5,1
438559,998,67.07,90.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,24.07,14.0,17.0,Hatchback,3545,1490,1475,2360,755,1210,160,177,Front Wheel Drive,5,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,Driver frontal airbag,No,No,Yes,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,CD Player with USB & Aux-in,Maruti Suzuki,Alto K10,Vxi Amt (O),3,4,5,5,1
374990,1198,67.07,104.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,20.1,20.045,18.5,Hatchback,3788,1636,1507,2450,864,1250,180,265,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Yes,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Datsun,Go,D,3,4,5,5,2
468229,1198,67.07,104.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,20.1,20.045,18.5,Hatchback,3788,1636,1507,2450,864,1250,180,265,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,Yes,Yes,Yes,Yes,USB & Aux-in,Datsun,Go,T,3,4,5,5,2
502492,1198,67.07,104.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,20.1,20.6,18.5,Hatchback,3788,1636,1507,2450,864,1250,180,265,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,Yes,Yes,Yes,Yes,USB & Aux-in,Datsun,Go,T (O),3,4,5,5,2
499990,1198,67.07,104.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,20.1,20.6,18.5,Hatchback,3788,1636,1507,2450,864,1250,180,265,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Datsun,Go,A (O),3,4,5,5,2
469990,1198,67.07,104.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,20.1,20.6,18.5,Hatchback,3788,1636,1507,2450,864,1250,180,265,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,Only Front Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,No,Yes,Yes,Yes,Not on offer,Datsun,Go,A,3,4,5,5,2
528464,1198,67.07,104.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,20.1,20.045,18.5,Hatchback,3788,1636,1507,2450,864,1250,180,265,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,Yes,Yes,Yes,Yes,USB & Aux-in,Datsun,Go,T Vdc,3,4,5,5,2
553015,1198,67.07,104.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,20.1,20.6,18.5,Hatchback,3788,1636,1507,2450,864,1250,180,265,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,Yes,Yes,Yes,Yes,USB & Aux-in,Datsun,Go,T (O) Vdc,3,4,5,5,2
594464,1198,76.93,104.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,20.1,20.045,18.5,Hatchback,3788,1636,1507,2450,864,1250,180,265,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Yes,Yes,Yes,Yes,Yes,USB & Aux-in,Datsun,Go,T Cvt,3,4,5,5,2
618015,1198,76.93,104.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,20.1,20.6,18.5,Hatchback,3788,1636,1507,2450,864,1250,180,265,Front Wheel Drive,5,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,All Windows,No,Remote,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,Touch Sensitive,Yes,Yes,Yes,Yes,USB & Aux-in,Datsun,Go,T (O) Cvt,3,4,5,5,2
422444,998,67.07,90.0,In-line,"Front, Transverse",Injection,No,BS IV,Petrol,35.0,23.1,23.0,18.5,Hatchback,3600,1600,1560,2425,830,1250,165,235,Front Wheel Drive,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,No,No,No,Electric Power,Only Front Windows,No,No,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Celerio Tour,H2,3,4,5,5,2
480670,998,59.0,78.0,In-line,"Front, Transverse",Injection,No,BS IV,CNG,60.0,18.15,13.8,15.5,Hatchback,3695,1600,1560,2425,915,1350,165,235,Front Wheel Drive,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,"Driver frontal airbag, Front passenger frontal airbag",No,No,No,No,No,No,No,Electric Power,All Windows,No,No,No,No,Rear sensors,No,No,Yes,Rake,Manual Adjustment,No,No,No,No,No,No,No,Yes,Yes,Not on offer,Maruti Suzuki,Celerio Tour,H2 Cng,3,4,5,5,2
